,id,random ID,ResponseType,TrialNumber,Response,Group,Condition,Run,Hashtag,Most Similar Segment,Segment Index,Similarity Score,Size
15263,16,96768,hashtag,35,nucleardisaster,24.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15264,17,89350,hashtag,35,electricity,12.0,Control,3nn,electricity,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.4756411910057068,50
15265,18,20998,hashtag,35,nucleardisaster1,19.0,Control,3nn,nucleardisaster1,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.38998833298683167,50
15266,19,44137,hashtag,35,nucleardisaster,1.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15267,20,12045,hashtag,35,nuclearenergy,2.0,Control,3nn,nuclearenergy,Resulting energy shortage,5,0.3700268268585205,50
15268,21,26787,hashtag,35,prayersforjapan,3.0,Control,3nn,prayersforjapan,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.1585978865623474,50
15269,22,93226,hashtag,35,disaster,2.0,Control,3nn,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
15270,23,86605,hashtag,35,nucleardisaster,4.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15271,24,29458,hashtag,35,radiationleak,5.0,Control,3nn,radiationleak,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.3262389600276947,50
15272,25,65264,hashtag,35,longroadtonormal,6.0,Control,3nn,longroadtonormal,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.1585404872894287,50
15273,26,63307,hashtag,35,nucleardisaster,7.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15274,27,99107,hashtag,35,exclusionzone,8.0,Control,3nn,exclusionzone,"The exclusion zone resulted in the displacement of approximately 156,000 people in years to follow.",7,0.424588680267334,50
15275,28,26373,hashtag,35,nucleardisaster,9.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15276,29,74646,hashtag,35,nucleardisaster,10.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15277,30,49914,hashtag,35,nucleardisaster,11.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15278,31,63009,hashtag,35,powerplant,12.0,Control,3nn,powerplant,Resulting energy shortage,5,0.47490641474723816,50
15279,32,27009,hashtag,35,nucleardisaster,13.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15280,33,25194,hashtag,35,nucleardisaster,1.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15281,34,49690,hashtag,35,nucleardisaster,9.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15282,35,37166,hashtag,35,nuclearwaves,14.0,Control,3nn,nuclearwaves,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.3274211883544922,50
15283,36,72656,hashtag,35,nucleardisaster,5.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15284,37,36969,hashtag,35,crisis,15.0,Control,3nn,crisis,Resulting energy shortage,5,0.3329392969608307,50
15285,38,19452,hashtag,35,nucleardisaster,16.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15286,39,97159,hashtag,35,nucleardisaster,14.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15287,40,31293,hashtag,35,nuclearpowerplant,6.0,Control,3nn,nuclearpowerplant,Resulting energy shortage,5,0.3283272683620453,50
15288,41,20234,hashtag,35,nucleardisaster,8.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15289,42,19828,hashtag,35,prayforjapan,17.0,Control,3nn,prayforjapan,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.15398520231246948,50
15290,43,79992,hashtag,35,nucleardisaster,17.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15291,44,74104,hashtag,35,nucleardisaster,15.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15292,46,45494,hashtag,35,nucleardisaster,3.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15293,47,94841,hashtag,35,nucleardisaster,4.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15294,48,39100,hashtag,35,nucleardisaster,19.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15295,49,91187,hashtag,35,nuclearcatastrophe,20.0,Control,3nn,nuclearcatastrophe,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.2888166606426239,50
15296,0,65773,hashtag,36,nucleardisaster,9.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15297,1,81241,hashtag,36,nuclearplantleak,6.0,Control,3nn,nuclearplantleak,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.31658875942230225,50
15298,2,44942,hashtag,36,nucleardisaster,17.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15299,3,28021,hashtag,36,nucleardisaster,21.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15300,4,58394,hashtag,36,earthquake,1.0,Control,3nn,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
15301,5,44675,hashtag,36,nucleardisaster,24.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15302,6,46178,hashtag,36,nucleardisaster,25.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15303,7,20412,hashtag,36,nucleardisaster,19.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15304,8,49259,hashtag,36,postdisasterplan,25.0,Control,3nn,postdisasterplan,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.14266228675842285,50
15305,9,98649,hashtag,36,nucleardisaster,23.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15306,10,10561,hashtag,36,nucleardisaster,1.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15307,11,65858,hashtag,36,nucleardisaster,2.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15308,12,33950,hashtag,36,reactordisaster,3.0,Control,3nn,reactordisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3844054937362671,50
15309,13,50739,hashtag,36,nucleardisaster,4.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15310,14,51267,hashtag,36,nucleardisaster,5.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15311,15,93399,hashtag,36,nucleardisaster,6.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15312,16,96768,hashtag,36,nucleardisaster,7.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15313,17,89350,hashtag,36,lookingbackathistory,8.0,Control,3nn,lookingbackathistory,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.12844979763031006,50
15314,18,20998,hashtag,36,nucleardisaster2,9.0,Control,3nn,nucleardisaster2,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3719758093357086,50
15315,19,44137,hashtag,36,nucleardisaster,10.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15316,20,12045,hashtag,36,disaster,11.0,Control,3nn,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
15317,21,26787,hashtag,36,rip,11.0,Control,3nn,rip,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.1644677072763443,50
15318,22,93226,hashtag,36,saveenergy,12.0,Control,3nn,saveenergy,Resulting energy shortage,5,0.30478793382644653,50
15319,23,86605,hashtag,36,nucleardisaster,13.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15320,24,29458,hashtag,36,naturaldisasters,14.0,Control,3nn,naturaldisasters,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.1268197000026703,50
15321,25,65264,hashtag,36,longroadtonormal,15.0,Control,3nn,longroadtonormal,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.1585404872894287,50
15322,26,63307,hashtag,36,nucleardisaster,8.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15323,27,99107,hashtag,36,environmentaldisaster,7.0,Control,3nn,environmentaldisaster,Resulting energy shortage,5,0.24557189643383026,50
15324,28,26373,hashtag,36,nucleardisaster,4.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15325,29,74646,hashtag,36,nucleardisaster,10.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15326,30,49914,hashtag,36,nucleardisaster,16.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15327,31,63009,hashtag,36,stepup,2.0,Control,3nn,stepup,Resulting energy shortage,5,0.13515831530094147,50
15328,32,27009,hashtag,36,nucleardisaster,17.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15329,33,25194,hashtag,36,nucleardisaster,18.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15330,34,49690,hashtag,36,nucleardisaster,19.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15331,35,37166,hashtag,36,nucleardisaster,20.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15332,36,72656,hashtag,36,nucleardisaster,21.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15333,37,36969,hashtag,36,nucleardisaster,12.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15334,38,19452,hashtag,36,nucleardisaster,22.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15335,39,97159,hashtag,36,nucleardisaster,5.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15336,40,31293,hashtag,36,nuclearpowerplant,18.0,Control,3nn,nuclearpowerplant,Resulting energy shortage,5,0.32832735776901245,50
15337,41,20234,hashtag,36,tsunami,13.0,Control,3nn,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
15338,42,19828,hashtag,36,prayforjapan,20.0,Control,3nn,prayforjapan,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.15398520231246948,50
15339,43,79992,hashtag,36,nucleardisaster,23.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15340,44,74104,hashtag,36,crisis,16.0,Control,3nn,crisis,Resulting energy shortage,5,0.3329392969608307,50
15341,46,45494,hashtag,36,nucleardisaster,22.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15342,47,94841,hashtag,36,nucleardisaster,15.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15343,48,39100,hashtag,36,nucleardisaster,14.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15344,49,91187,hashtag,36,powerplantmeltdown,3.0,Control,3nn,powerplantmeltdown,Resulting energy shortage,5,0.3932066857814789,50
15345,0,65773,hashtag,37,nucleardisaster,19.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15346,1,81241,hashtag,37,radiationleak,2.0,Control,3nn,radiationleak,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.3262389600276947,50
15347,2,44942,hashtag,37,nucleardisaster,24.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15348,3,28021,hashtag,37,nucleardisaster,6.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15349,4,58394,hashtag,37,nucleardisaster,24.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15350,5,44675,hashtag,37,cancer,12.0,Control,3nn,cancer,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.3404826819896698,50
15351,6,46178,hashtag,37,nucleardisaster,10.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15352,7,20412,hashtag,37,nucleardisaster,20.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15353,8,49259,hashtag,37,coping,14.0,Control,3nn,coping,Resulting energy shortage,5,0.18088826537132263,50
15354,9,98649,hashtag,37,nucleardisaster,25.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15355,10,10561,hashtag,37,nucleardisaster,5.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15356,11,65858,hashtag,37,nucleardisaster,13.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15357,12,33950,hashtag,37,nuclearmeltdown,16.0,Control,3nn,nuclearmeltdown,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3059823513031006,50
15358,13,50739,hashtag,37,nucleardisaster,18.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15359,14,51267,hashtag,37,nucleardisaster,15.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15360,15,93399,hashtag,37,nuclearplant,22.0,Control,3nn,nuclearplant,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.32866519689559937,50
15361,16,96768,hashtag,37,nucleardisaster,11.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15362,17,89350,hashtag,37,nucleardisaster,25.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15363,18,20998,hashtag,37,nucleardisaster3,1.0,Control,3nn,nucleardisaster3,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.35385483503341675,50
15364,19,44137,hashtag,37,nucleardisaster,2.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15365,20,12045,hashtag,37,japanhistory,3.0,Control,3nn,japanhistory,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.43682876229286194,50
15366,21,26787,hashtag,37,2011tragedy,4.0,Control,3nn,2011tragedy,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.28489750623703003,50
15367,22,93226,hashtag,37,savingelectricity,5.0,Control,3nn,savingelectricity,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.4121912717819214,50
15368,23,86605,hashtag,37,nucleardisaster,6.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15369,24,29458,hashtag,37,protecttheenvironment,7.0,Control,3nn,protecttheenvironment,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.2771931290626526,50
15370,25,65264,hashtag,37,nucleardisaster,8.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15371,26,63307,hashtag,37,nucleardisaster,9.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15372,27,99107,hashtag,37,disaster,4.0,Control,3nn,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
15373,28,26373,hashtag,37,nucleardisaster,10.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15374,29,74646,hashtag,37,nucleardisaster,11.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15375,30,49914,hashtag,37,nucleardisaster,12.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15376,31,63009,hashtag,37,savetheplanet,13.0,Control,3nn,savetheplanet,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.2664879560470581,50
15377,32,27009,hashtag,37,nucleardisaster,14.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15378,33,25194,hashtag,37,nucleardisaster,9.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15379,34,49690,hashtag,37,nucleardisaster,15.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15380,35,37166,hashtag,37,nucleardisaster,16.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15381,36,72656,hashtag,37,nucleardisaster,17.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15382,37,36969,hashtag,37,policies,8.0,Control,3nn,policies,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.25627264380455017,50
15383,38,19452,hashtag,37,nucleardisaster,18.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15384,39,97159,hashtag,37,nucleardisaster,19.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15385,40,31293,hashtag,37,nuclearpowerplant,3.0,Control,3nn,nuclearpowerplant,Resulting energy shortage,5,0.32832735776901245,50
15386,41,20234,hashtag,37,150footwave,20.0,Control,3nn,150footwave,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.29142895340919495,50
15387,42,19828,hashtag,37,japannuclear,1.0,Control,3nn,japannuclear,The damage caused Japanese authorities quickly implemented a 100-foot exclusion zone.,3,0.36622700095176697,50
15388,43,79992,hashtag,37,nucleardisaster,21.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15389,44,74104,hashtag,37,nucleardisaster,22.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15390,46,45494,hashtag,37,nucleardisaster,23.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15391,47,94841,hashtag,37,nucleardisaster,17.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15392,48,39100,hashtag,37,nucleardisaster,7.0,Control,3nn,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
15393,49,91187,hashtag,37,nuclearreactor,21.0,Control,3nn,nuclearreactor,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.30979835987091064,50
